feature6,feature3
21.8453846154,22.3892
21.1968,21.54
21.96,22.24
22.24,22.123
22.6064,21.6111538462
22.4416,21.5308
21.9508,21.9778787879
21.7976,22.1712
,21.6941935484
,22.005
