feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
32.843,32.743,32.796,32.711,32.625,32.674,32.457,32.813
32.63,32.768,32.872,32.829,32.106,32.522,36.254,32.63
32.605,32.498,32.232,32.702,33.012,33.009,49.243,32.839
32.834,32.95,33.323,32.495,32.493,32.445,32.781,32.425
32.846,32.81,33.013,32.669,32.991,32.458,32.905,32.606
