feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
16.5675,16.5765625,15.70640625,16.34484375,15.45671875,14.985,16.5246875,15.53625
15.27421875,15.2165625,15.9265625,16.0515625,15.19375,16.6134375,15.72875,16.9984375
15.3575757576,15.228125,15.0041935484,15.2790625,15.2572727273,15.1384375,15.1846875,15.5960606061
15.876969697,15.1384375,17.4246875,15.5315625,15.46125,14.9140625,15.61921875,16.52125
16.700625,,15.0765625,,16.0065625,,15.0975,14.55578125
