feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
21.7375,22.395625,22.095625,21.466875,21.3475,21.579375,22.195625,22.408125
22.020625,21.6303125,21.9678125,22.28125,21.714375,22.55,21.2921875,21.6390625
21.7445454545,21.6734375,21.2819354839,21.815625,22.5581818182,21.5478125,22.3453125,21.196969697
22.1133333333,21.1628125,22.2315625,22.04375,21.659375,21.8240625,21.2196875,21.6540625
21.63125,,21.66875,,22.396875,,22.2478125,21.881875
