feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
32.699,32.614,32.612,32.929,32.696,32.641,32.54,32.81
32.737,32.671,32.837,32.722,32.819,33.066,33.082,32.724
32.71,32.884,32.858,32.733,32.705,32.964,32.92,32.874
32.411,32.807,32.414,32.914,32.606,32.618,32.734,32.827
32.42,,32.684,,,,32.795,32.645
