feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
32.822,33.239,32.513,32.619,32.47,32.729,32.43,32.512
32.538,33.018,33.208,32.609,32.818,33.122,32.966,32.87
32.944,33.046,32.698,32.531,32.994,32.616,32.927,32.872
32.58,32.913,32.654,33.275,32.638,32.496,32.653,32.805
,32.52,,32.969,32.416,32.877,,100.0
