feature11,feature10,feature8
15.24734375,15.346875,15.5175757576
16.44671875,16.6284375,15.7886764706
16.894375,14.8775,15.7951515152
15.1484375,15.6416129032,15.2845454545
15.34125,15.1929032258,15.1809090909
,17.0494117647,14.8548484848
,16.8187878788,17.03125
,15.0572727273,16.9515151515
,14.8876470588,16.4052941176
,16.1424242424,15.6342424242
,16.6084848485,
,15.6495588235,
,16.6042424242,
,15.2028787879,
