feature6,feature3
0.346484108527,0.333765552618
0.32003176754,0.339945127892
0.340160443821,0.291874229055
0.337836689619,0.357399840419
0.340142524847,0.323198268614
0.3282060284,0.317621414698
0.348122806881,0.383373163317
0.334375761799,0.35562919165
0.337842470432,0.310832875451
0.297521536589,0.358706146694
0.323031642212,0.35468941038
0.30217954822,0.346644707381
0.326963023783,0.282782822264
0.350933799711,0.321906923262
0.365056954731,0.290428651425
0.325694884206,0.314987113965
0.328889792592,0.363705627958
0.35518343036,0.351486161525
0.330483691244,0.312221574814
