feature4,feature10,feature3,feature8
22.316875,25.5142424242,22.005,24.6772727273
21.52,23.6009090909,22.078125,24.4203030303
21.8078125,24.788125,21.72375,24.3751515152
21.2040625,24.5533333333,22.16375,24.3927272727
,23.2866666667,,24.255
,24.2823529412,,23.8709090909
,24.9136363636,,24.851875
,25.13,,24.2747058824
,25.0293939394,,24.8924242424
,24.0651515152,,
