feature10,feature8
16.8618181818,15.6016666667
15.4973529412,15.4510606061
15.291969697,15.1841176471
15.3833333333,15.5760606061
16.64,16.4621212121
15.311875,16.8018181818
16.7487878788,15.71
16.3903030303,15.3209090909
15.0368181818,16.558030303
,15.8381818182
