feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
0.337057515949,0.381285565317,0.305692558485,0.354307169337,0.341537876898,0.326014159544,0.308337343246,0.329316783802
0.312237167376,0.291692275142,0.337307937629,0.315289170721,0.327539462382,0.309223552467,0.365980802348,0.330785123908
0.32024560118,0.342439512301,0.331302288749,0.33122634387,0.332624069777,0.321377377975,0.328434144634,0.331673351157
0.310638960952,0.327527575925,0.328020728571,0.328693179494,0.29606022759,0.320574986186,0.324750826877,0.325791744146
0.349926054084,0.322049050802,0.322203971037,0.328843848246,0.323994804867,0.34529815172,,0.324551720431
0.310266192116,,,,0.339074597858,,,
0.313741482663,,,,0.32469167329,,,
0.337738956307,,,,0.31624153825,,,
0.31512725435,,,,0.347956785527,,,
,,,,0.316074982497,,,
