feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
32.632,32.891,33.084,32.411,32.636,32.819,32.778,32.429
32.696,32.708,32.64,32.856,32.611,32.413,32.503,32.699
32.687,32.607,33.271,32.631,32.831,32.595,32.504,32.888
33.045,32.441,32.714,32.905,33.263,32.867,32.746,32.995
,32.634,,32.656,,32.481,33.127,32.436
