feature10,feature8
15.4618181818,15.8256060606
15.4869117647,17.3334848485
15.6298484848,15.0563636364
16.961969697,17.6304545455
16.9165151515,15.7717647059
15.3728787879,15.961969697
15.8268181818,15.6737878788
15.993030303,16.0883333333
15.5768181818,15.301969697
15.3154545455,
