feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
0.370639039128,0.295648215516,0.348129579813,0.339003761094,0.308942889538,0.33889197032,0.308685083216,0.317570664706
0.320671108969,0.309200112022,0.348929489563,0.366803505167,0.34707241545,0.347259091367,0.332268978557,0.332380029307
0.343593021928,0.334730178581,0.350384654097,0.340011469111,0.332873415243,0.335425150083,0.333984236765,0.339939972314
0.314798368941,0.353206796461,0.340331954208,0.337580825476,0.294131425863,0.322004411823,0.328327260958,0.345849434628
,0.347504181553,0.337548476589,0.342375451263,,0.332011559587,0.349007057115,0.325708894627
,0.348586867734,,0.323874968364,,,,
,0.332907151842,,0.320672263443,,,,
,0.345451117777,,0.322099583426,,,,
,0.329331629324,,0.361354831929,,,,
,0.346098661778,,,,,,
