feature10,feature3,feature8,feature6
0.303446101671,0.451933044317,0.385681922163,0.448025153261
0.358502915937,0.299995028815,0.360646912486,0.309536067305
0.386521043225,0.320010455331,0.384841395627,0.35547560566
0.323296565158,0.362417362135,0.400467419786,0.402390525811
0.374043401458,0.332781949232,0.314185608562,0.393247724879
0.308284253434,0.290648040379,0.395293015661,0.294746833934
0.322483799866,0.441664672185,0.299410993584,0.377274287526
0.393611964092,0.36429878297,0.387752354365,0.290085540402
0.363094246688,0.354662149531,0.396740976164,0.330445678449
0.415546182886,0.352545370018,0.361678312743,0.337244870399
0.313423254973,0.354970243574,0.402661043086,0.313380965447
0.359430786933,0.417571470253,0.332982368012,0.408120137648
0.34206961234,0.398929371524,0.324139276389,0.383584211266
0.365944206149,0.359174964498,0.334824868488,0.325640615027
0.331787289556,0.305481588826,0.334999366964,0.337882540937
0.322398232373,0.41388501008,0.30895773213,0.414009129518
0.342667204284,0.36243683536,0.409813143987,0.320218486847
0.366748325267,0.325918697499,0.356265180328,0.350393647429
0.301942566045,0.322894041205,0.323869680017,0.324139373178
0.321444949362,0.34137601571,0.395125849781,0.289462811657
0.364827041566,0.320882922453,0.312176985829,0.349848218506
0.381160611416,0.33402878617,0.293416339976,0.39917446529
0.318093182601,0.333695735152,0.31493974689,0.309098704045
0.373299779739,0.397498580595,0.391953341873,0.339841392616
0.419034573804,0.309712964812,0.309068467544,0.310977881261
0.427744076444,0.329616650305,0.434136792275,0.2845315941
0.423391985861,0.380769753678,0.289453064997,0.346336018475
0.317207074719,0.415144719003,0.442966391704,0.369300345646
0.356954635831,0.387970549242,0.305981299137,0.423963902042
0.351996390827,0.344828678812,,
