feature10,feature8
16.3838235294,15.7724242424
16.5992424242,16.79625
14.8756060606,16.9995454545
16.7254545455,17.0334848485
14.9981818182,15.7944117647
14.6015151515,15.2932352941
16.5871212121,15.3401515152
16.1794117647,15.4660294118
15.4812121212,15.4324242424
15.2666666667,14.9436363636
