feature11,feature10,feature8
14.71,17.3785714286,18.4140909091
15.79,17.2781818182,18.7245454545
15.6528125,15.0593939394,18.6139393939
16.07921875,17.39,17.9678787879
16.0134848485,17.2953125,19.5636363636
,17.4612121212,18.683125
,18.8187878788,18.2712121212
,19.0568181818,18.885
,18.263030303,17.8477272727
,19.163030303,18.8689705882
,19.688030303,
,18.4087878788,
,18.44,
,18.7739393939,
,19.1805128205,
