feature10,feature8
23.2873529412,24.9915151515
24.276969697,23.7648484848
24.0429411765,23.9657575758
24.5587878788,24.2393939394
24.05,24.7318181818
24.4971875,24.3466666667
23.6687878788,24.4181818182
24.7227272727,25.0112121212
24.2242424242,23.5290909091
23.3212121212,24.1484848485
