feature7,feature10,feature8,feature6
15.79,15.7827272727,16.886969697,15.084375
15.30296875,15.2996969697,15.6139393939,14.586875
16.36875,15.3463636364,15.8023529412,16.6690625
15.5365625,15.1091176471,15.3416666667,16.1996969697
15.73046875,15.0607575758,15.5340909091,15.0366666667
,16.5333333333,16.4266666667,
,16.0048484848,16.601969697,
,16.0701470588,14.9863636364,
,14.8548484848,15.6213636364,
,17.0910606061,,
