feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
33.252,32.688,32.511,32.719,32.61,32.79,32.847,32.736
32.73,33.21,32.412,33.129,32.85,32.816,32.733,32.936
33.016,32.631,33.053,32.668,32.81,32.7,32.665,32.92
32.868,100.0,32.965,32.573,32.914,32.683,32.83,32.707
36.65,33.284,,33.084,32.658,,,33.013
