feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
0.359614068097,0.31689168021,0.331587679161,0.318777228808,0.334810965287,0.333378797241,0.346421781007,0.334585962718
0.320430780991,0.310098552824,0.315970344607,0.322340145515,0.34445306858,0.319713336058,0.323157028392,0.332788134969
0.353664605845,0.323267562662,0.331986564987,0.330787991802,0.308782853809,0.303997632344,0.316279603313,0.328133140961
0.29927456019,0.321334716367,0.329389482219,0.35830022967,0.358659488975,0.33210904886,0.334553577003,0.32593768285
,0.325034444697,0.345353342542,0.322913175305,,0.315149326987,0.327189181864,0.324074036056
