feature6,feature3
33.3255555556,32.068
33.37,34.0429411765
33.5452941176,32.9075
33.4066666667,32.9162857143
33.3430555556,33.32125
33.4052941176,32.7691428571
33.2991176471,32.9171794872
33.2848717949,33.0412121212
33.2154285714,32.6651515152
