feature10,feature8
16.1577272727,16.4187878788
15.8209090909,15.8121212121
15.2827941176,17.2589393939
15.3103030303,17.5445454545
15.5260606061,15.711875
17.051969697,17.0443939394
15.4485294118,15.7672727273
15.9674242424,16.3551515152
17.2334848485,15.7541176471
17.3383823529,15.4539705882
