feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
32.461,32.714,32.618,33.009,32.622,32.655,32.672,32.863
32.715,32.617,32.222,32.749,32.821,32.758,32.926,32.58
32.534,32.784,32.748,32.806,33.124,32.815,32.837,33.147
33.576,32.938,32.731,32.834,32.461,32.896,32.457,33.007
32.962,,32.806,,32.633,32.648,32.553,
