feature10,feature8
24.5657575758,24.5863636364
24.8487878788,23.895625
25.0718181818,24.6671875
24.7991176471,24.3581818182
24.2106060606,23.8857575758
24.6657575758,24.7172727273
24.1481818182,24.5490909091
24.7927272727,24.8033333333
,24.75
,24.2840625
