feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
32.684,33.03,32.435,32.964,32.65,32.461,32.645,42.912
33.166,32.633,32.414,32.668,32.691,32.661,32.781,32.453
32.634,32.616,32.709,32.755,32.773,32.846,32.871,32.869
33.311,32.841,32.613,32.624,32.468,32.623,32.922,32.832
32.484,32.921,,32.729,,32.755,32.834,32.707
