feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
15.225,15.460483871,15.0365625,15.5521875,15.46171875,16.1696875,14.88,14.9396875
14.9784375,14.9609090909,15.0703125,15.330625,15.21234375,15.3484375,15.4240625,15.30921875
15.2940625,14.99546875,15.3103125,15.08859375,15.1559375,16.5165625,15.0192424242,14.755625
15.4893939394,15.1128125,15.1015625,15.32359375,16.3222058824,15.7946875,16.5012121212,15.10640625
,14.8140625,16.67,14.54625,,14.8867741935,15.203125,14.7924242424
,17.0696875,,16.29953125,,,,
,15.7678125,,16.26828125,,,,
,14.89671875,,15.19375,,,,
,16.7214516129,,14.810625,,,,
,15.9293548387,,,,,,
