feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
0.327629393208,0.320026827196,0.341717253124,0.293680341743,0.320189419566,0.300720604044,0.305549049352,0.304688663831
0.314436283917,0.33091326242,0.305112304407,0.295662285937,0.313006353638,0.325936267912,0.330321213095,0.309226118987
0.31312089188,0.320433632376,0.329726435789,0.31635736797,0.313434526938,0.289630367684,0.331411408318,0.332189027307
0.312316576659,0.310053025227,0.290008969014,0.322755680578,0.333587707129,0.336752700325,0.33604052418,0.345585462865
0.316129768471,,0.32029187155,0.314133793331,0.321726366022,0.30605408868,0.30156285379,0.32559546148
