feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
0.312259812432,0.305817142513,0.310540151328,0.326742143058,0.318491882266,0.316473857801,0.326628383338,0.328509446471
0.324188802505,0.322064562947,0.342869563992,0.328888538323,0.322022486169,0.308660559105,0.32860134771,0.336705309157
0.328481095412,0.314207348561,0.317483206065,0.319046087992,0.33221410637,0.329617397314,0.314413756617,0.29641704214
0.327100537753,0.314712454197,0.312951629625,0.338784706606,0.321156853868,0.311649315757,0.341710993766,0.358934888995
0.32696772746,0.319213906076,0.334936436199,0.334367936606,0.323804769501,0.321561981795,0.340313511925,0.309045775816
0.315721232654,,,,0.316336869173,,,
0.289226291211,,,,0.318283447567,,,
0.335525510755,,,,0.334931676381,,,
0.325271589744,,,,0.312567594265,,,
0.319276127086,,,,0.345484411993,,,
