feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
32.824,100.0,33.013,33.019,32.815,33.008,32.767,32.818
32.616,32.77,32.827,33.009,33.031,32.969,33.18,32.677
32.714,32.689,32.62,32.735,32.934,32.638,32.651,32.812
32.895,33.113,32.69,32.42,32.639,32.609,32.721,33.242
32.633,32.627,32.628,32.889,32.757,32.834,,32.458
32.456,,,,32.63,,,
32.832,,,,32.682,,,
32.656,,,,32.821,,,
32.634,,,,32.841,,,
,,,,33.017,,,
