feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
32.939,32.918,32.815,32.896,33.43,32.563,32.882,32.472
32.825,32.423,32.678,32.423,32.767,32.559,32.447,32.812
32.615,32.485,33.282,32.582,32.71,32.51,32.809,33.009
33.131,32.565,32.634,32.892,32.829,32.628,32.546,32.48
,32.651,32.495,32.758,,32.608,32.723,32.64
