feature9,feature10,feature8
21.63125,23.3425,22.6443243243
21.4835483871,24.8093939394,21.9577419355
22.2603125,24.8466666667,21.545625
21.9346875,23.6315151515,22.133125
21.628125,24.4978787879,21.5633333333
,24.4436363636,23.7309090909
,24.5772727273,24.8927272727
,24.4115151515,24.4233333333
,24.0754545455,25.0460606061
,,24.2672727273
,,23.5990909091
,,24.2615151515
,,24.3578787879
,,24.4151515152
,,24.4924242424
