feature6,feature3
15.2692424242,16.4277272727
15.7057575758,15.2245454545
15.2546875,15.8871212121
15.3681818182,14.9224242424
15.0718181818,16.8660606061
16.9124242424,14.998125
16.2871875,15.9733333333
15.3734848485,15.91609375
16.7953030303,15.4538235294
16.7994117647,14.9036363636
17.2109090909,15.9821212121
15.1401515152,16.3133333333
15.4668181818,15.0042424242
15.1109090909,16.0763157895
