feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
0.303352697243,0.325341853499,0.337597269309,0.339116664767,0.333683862333,0.323355216209,0.331055331309,0.32523169856
0.319093461351,0.335692681694,0.321553636051,0.347211859918,0.34871586199,0.338517085822,0.329926650444,0.335889543748
0.335421633374,0.334109061132,0.329011027242,0.357804769234,0.335339338672,0.332096022218,0.330888668961,0.309373916222
0.320709127599,0.318539704897,0.320552044713,0.322399918759,0.338919136227,0.331873843415,0.327053375654,0.314366480915
0.324668082797,0.335696286791,0.314948807021,0.337292515996,0.316399019844,0.337433585813,0.350204044202,0.331911869528
,0.344607384442,0.331067364127,,0.343774469151,,0.327291917653,0.345938221764
,0.34286914233,0.313995420818,,0.34425020325,,0.287679753099,0.345035820427
,0.350275946019,0.361152203555,,0.341855580405,,0.334264270555,0.347683741773
,0.337138110652,0.338023672017,,0.335316816901,,0.32935199682,0.321449609586
,,0.321784161847,,,,0.341139882218,0.336062527775
,,0.339269881079,,,,,
,,0.315214155098,,,,,
,,0.347966444773,,,,,
