feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
32.741,33.068,32.922,32.829,33.262,33.148,32.911,100.0
32.829,33.265,32.512,32.706,33.041,32.492,32.619,32.818
32.485,32.861,32.713,32.813,32.844,32.875,32.729,32.816
32.84,32.731,36.64,32.566,32.652,32.44,33.036,32.711
32.835,33.152,32.88,33.035,32.545,32.678,37.84,32.953
,,,,,,,32.708
