feature6,feature3
24.5139393939,24.1784848485
24.1724242424,25.0021212121
24.9724242424,24.7003125
24.1381818182,23.9379411765
24.3841176471,24.0697058824
24.4666666667,24.5457575758
24.0627272727,24.8581818182
24.6793939394,24.3475757576
24.9948484848,24.3170588235
24.7466666667,23.9684848485
