feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
21.724375,21.299375,21.6940625,22.2703030303,21.7946875,21.6046875,21.4708333333,22.0434375
21.9575,20.9928125,21.1996875,22.21,21.9390909091,21.9246875,21.7403125,21.8721212121
21.3828125,22.050625,22.42125,22.149375,21.675625,22.1632258065,22.0459375,22.0371875
21.755625,22.09375,21.793125,21.706875,21.37125,22.3671875,21.294375,21.7125
,21.9121875,21.7238709677,,21.8980555556,22.2,21.9115625,21.4934375
