feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
32.645,32.81,32.706,32.526,32.676,32.715,32.621,32.509
32.524,32.443,33.032,32.84,32.416,32.44,32.608,33.015
32.549,32.916,32.616,32.533,32.524,32.608,32.738,33.025
32.901,33.019,33.007,32.627,32.651,32.808,32.419,32.897
32.701,32.65,32.414,,36.689,32.766,32.807,
