feature10,feature8
32.2563636364,33.073030303
32.0614705882,32.95
32.22875,32.6981818182
32.0881818182,31.9518181818
33.1003030303,32.3578787879
32.7115151515,32.9621212121
32.6715151515,33.2702941176
32.2555882353,33.0332352941
32.896969697,32.1803030303
32.6821212121,32.3881818182
