feature11,feature10,feature8
15.4463636364,14.9872727273,15.1456060606
16.495,16.5906451613,16.7766176471
17.2271875,15.26390625,17.005
15.7192424242,15.6311764706,15.6192424242
,16.7712121212,16.7040909091
,15.80859375,15.9896969697
,16.8581818182,17.0677272727
,16.9645588235,16.75890625
,16.8448484848,15.5906060606
,15.3857575758,16.1658823529
,16.7384375,
,16.6324242424,
,15.8625,
