feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
0.324080428923,0.307986982413,0.272514241274,0.316821743264,0.323819940781,0.348144025337,0.296760461875,0.326014518904
0.331968973442,0.325223381059,0.332429907217,0.323844447282,0.319180661412,0.316799614884,0.331266441744,0.312459716155
0.324443222276,0.320851317151,0.335745342572,0.340104650352,0.311236909969,0.347528352426,0.322891106454,0.32515374778
0.331873546334,0.337206464337,0.324168546903,0.336201572535,0.325049229654,0.359029740079,0.319653437709,0.328196916755
0.344594091488,0.30221913804,0.3187327034,0.339488885658,0.313522805468,0.319468625366,0.311760810543,0.32383395242
,,0.305338767021,,,,,0.331611298399
,,0.31085671676,,,,,0.316022608453
,,0.321629609743,,,,,0.320123964193
,,0.334304511511,,,,,0.303560773568
,,0.338244829098,,,,,0.337805890713
