feature10,feature7,feature4,feature6,feature11,feature8,feature9,feature3
0.328829937926,0.339166823855,0.32878268729,0.344821676544,0.31981085797,0.343480231057,0.336744246823,0.366979389047
0.331826201353,0.339717707461,0.330581428963,0.341545394841,0.339452739283,0.322846816437,0.308300605358,0.338657654628
0.358433034425,0.334172910045,0.338428475904,0.335526866274,0.316621980185,0.33641163543,0.345541440092,0.340153774851
0.329631743498,0.342322711062,0.344499000416,0.329443433572,0.303401260563,0.3459921592,0.365934077271,0.324340920086
0.352277343171,0.32743758395,0.338472265823,0.342885174465,0.340958505153,0.33410771254,,0.340278355628
,,0.321077619127,,,,,0.352407385186
,,0.329593690481,,,,,0.350950644092
,,0.344445890529,,,,,0.34360159708
,,0.334600293626,,,,,0.325960705988
,,0.311978154099,,,,,0.335856524902
