feature7,feature10,feature8,feature6
21.8361290323,24.815,24.46,21.5778125
21.5221875,25.5851515152,24.4360606061,21.205
21.8128125,24.7421212121,24.9742424242,22.324375
20.63,24.6090909091,25.4293939394,21.5753125
,24.9366666667,24.1845454545,22.235
,23.78625,24.4175757576,
,24.2636363636,25.3047058824,
,24.7609375,24.5342424242,
,24.3503030303,24.9703030303,
