feature10,feature8
32.1681818182,32.7048484848
32.3558823529,31.8252941176
32.8654545455,31.8838235294
32.8178787879,32.66
31.7078787879,32.8190909091
33.0363636364,32.6524242424
32.9672727273,31.4485294118
32.2951515152,33.2306060606
32.80875,31.9333333333
,32.0675
