feature7,feature10,feature8,feature6
32.683,32.281,32.997,32.822
32.812,32.951,32.619,32.445
32.702,32.827,32.886,32.677
33.403,33.473,33.082,32.706
32.855,32.509,32.685,33.019
,32.909,33.075,
,33.222,32.678,
,32.899,32.555,
,34.289,32.717,
,32.836,32.646,
