feature6,feature3
110.121142857,114.12
114.233939394,111.06
114.851428572,110.927058824
110.27882353,113.416
113.165714286,113.702857143
111.339393939,112.582352941
112.449411765,109.917575758
109.757714286,111.827058824
114.416470588,114.216969697
109.587878788,111.924705882
112.348235294,111.586666667
113.313939394,109.893333333
